fold_id,sample_id,timestamp,true_label,predicted_probability,threshold_prediction
7,7:2,2018-03-02T11:18:00+00:00,1,0.2513410449028015,0
7,7:3,2018-03-02T10:07:00+00:00,0,0.2511265277862549,0
7,7:4,2018-03-02T10:06:00+00:00,0,0.24462676048278809,0
7,7:5,2018-03-02T10:05:00+00:00,0,0.24494637548923492,0
7,7:6,2018-03-02T10:04:00+00:00,0,0.2462622970342636,0
7,7:7,2018-03-02T10:03:00+00:00,0,0.2515048086643219,0
8,8:0,2018-03-02T11:21:00+00:00,1,0.2648206651210785,0
8,8:1,2018-03-02T11:22:00+00:00,1,0.26567187905311584,0
8,8:2,2018-03-02T11:23:00+00:00,1,0.26758313179016113,0
8,8:3,2018-03-02T11:24:00+00:00,1,0.2655373811721802,0
8,8:4,2018-03-02T11:25:00+00:00,1,0.2660668194293976,0
8,8:5,2018-03-02T11:26:00+00:00,1,0.2695365250110626,0
8,8:6,2018-03-02T11:27:00+00:00,1,0.26612475514411926,0
8,8:7,2018-03-02T10:07:00+00:00,0,0.3163078725337982,0
8,8:8,2018-03-02T10:06:00+00:00,0,0.3169182538986206,0
8,8:9,2018-03-02T10:05:00+00:00,0,0.3168656826019287,0
8,8:10,2018-03-02T10:04:00+00:00,0,0.3177512288093567,0
8,8:11,2018-03-02T10:03:00+00:00,0,0.3217877745628357,0
8,8:12,2018-03-02T10:02:00+00:00,0,0.3230555057525635,0
8,8:13,2018-03-02T10:01:00+00:00,0,0.31870657205581665,0
9,9:0,2018-03-02T11:30:00+00:00,1,0.22371801733970642,0
9,9:1,2018-03-02T11:31:00+00:00,1,0.21899424493312836,0
9,9:2,2018-03-02T11:32:00+00:00,1,0.22051440179347992,0
9,9:3,2018-03-02T11:33:00+00:00,1,0.22187496721744537,0
9,9:4,2018-03-02T11:34:00+00:00,1,0.21686874330043793,0
9,9:5,2018-03-02T10:07:00+00:00,0,0.4312739670276642,1
9,9:6,2018-03-02T10:06:00+00:00,0,0.41805049777030945,1
9,9:7,2018-03-02T10:05:00+00:00,0,0.41824010014533997,1
9,9:8,2018-03-02T10:04:00+00:00,0,0.4209181070327759,1
9,9:9,2018-03-02T10:03:00+00:00,0,0.44455382227897644,1
10,10:0,2018-02-14T01:56:00+00:00,0,0.2923603653907776,0
10,10:1,2018-02-14T01:57:00+00:00,0,0.3068252205848694,0
10,10:2,2018-02-14T01:58:00+00:00,0,0.29395484924316406,0
10,10:3,2018-02-14T01:59:00+00:00,0,0.2933637797832489,0
10,10:4,2018-02-14T02:00:00+00:00,0,0.2898808717727661,0
10,10:5,2018-02-14T02:02:00+00:00,1,0.434623658657074,1
10,10:6,2018-02-14T01:55:00+00:00,0,0.2876361608505249,0
10,10:7,2018-02-14T01:54:00+00:00,0,0.3267708420753479,0
10,10:8,2018-02-14T01:53:00+00:00,0,0.28524982929229736,0
10,10:9,2018-02-14T01:52:00+00:00,0,0.3483130931854248,0
10,10:10,2018-02-14T01:51:00+00:00,0,0.2862021327018738,0
10,10:11,2018-02-14T01:50:00+00:00,0,0.30631622672080994,0
11,11:0,2018-02-14T02:04:00+00:00,1,0.4198700785636902,1
11,11:1,2018-02-14T02:05:00+00:00,1,0.41832876205444336,1
11,11:2,2018-02-14T02:06:00+00:00,1,0.42025721073150635,1
11,11:3,2018-02-14T02:07:00+00:00,1,0.42044535279273987,1
11,11:4,2018-02-14T01:55:00+00:00,0,0.22978010773658752,0
11,11:5,2018-02-14T01:54:00+00:00,0,0.23360437154769897,0
11,11:6,2018-02-14T01:53:00+00:00,0,0.2295362502336502,0
11,11:7,2018-02-14T01:52:00+00:00,0,0.23266711831092834,0
11,11:8,2018-02-14T01:51:00+00:00,0,0.22979694604873657,0
12,12:0,2018-02-14T02:09:00+00:00,1,0.3917631506919861,1
12,12:1,2018-02-14T02:10:00+00:00,1,0.37537872791290283,0
12,12:2,2018-02-14T02:11:00+00:00,1,0.4091358780860901,1
12,12:3,2018-02-14T02:12:00+00:00,1,0.4115791618824005,1
12,12:4,2018-02-14T02:13:00+00:00,1,0.3376670181751251,0
12,12:5,2018-02-14T02:14:00+00:00,1,0.4084082841873169,1
12,12:6,2018-02-14T02:15:00+00:00,1,0.41272416710853577,1
12,12:7,2018-02-14T02:16:00+00:00,1,0.41520172357559204,1
12,12:8,2018-02-14T02:17:00+00:00,1,0.41351744532585144,1
12,12:9,2018-02-14T02:18:00+00:00,1,0.4125507175922394,1
12,12:10,2018-02-14T01:55:00+00:00,0,0.26227957010269165,0
12,12:11,2018-02-14T01:54:00+00:00,0,0.26613250374794006,0
12,12:12,2018-02-14T01:53:00+00:00,0,0.2605164349079132,0
12,12:13,2018-02-14T01:52:00+00:00,0,0.2682673931121826,0
12,12:14,2018-02-14T01:51:00+00:00,0,0.2608788013458252,0
12,12:15,2018-02-14T01:50:00+00:00,0,0.2631891369819641,0
12,12:16,2018-02-14T01:49:00+00:00,0,0.26216989755630493,0
12,12:17,2018-02-14T01:48:00+00:00,0,0.2628587484359741,0
12,12:18,2018-02-14T01:47:00+00:00,0,0.2584422528743744,0
12,12:19,2018-02-14T01:46:00+00:00,0,0.26144012808799744,0
13,13:0,2018-02-14T02:20:00+00:00,1,0.49634864926338196,1
13,13:1,2018-02-14T01:55:00+00:00,0,0.45966964960098267,1
13,13:2,2018-02-14T01:54:00+00:00,0,0.459570974111557,1
13,13:3,2018-02-14T01:53:00+00:00,0,0.45976683497428894,1
13,13:4,2018-02-14T01:52:00+00:00,0,0.4595928490161896,1
13,13:5,2018-02-14T01:51:00+00:00,0,0.4605061113834381,1
14,14:0,2018-02-14T02:22:00+00:00,1,0.3482363224029541,0
14,14:1,2018-02-14T02:23:00+00:00,1,0.34559524059295654,0
14,14:2,2018-02-14T02:24:00+00:00,1,0.34797099232673645,0
14,14:3,2018-02-14T02:25:00+00:00,1,0.33916792273521423,0
14,14:4,2018-02-14T02:26:00+00:00,1,0.3482566773891449,0
14,14:5,2018-02-14T02:27:00+00:00,1,0.33798447251319885,0
14,14:6,2018-02-14T02:28:00+00:00,1,0.3478397727012634,0
14,14:7,2018-02-14T02:29:00+00:00,1,0.3401300311088562,0
14,14:8,2018-02-14T01:55:00+00:00,0,0.29290592670440674,0
14,14:9,2018-02-14T01:54:00+00:00,0,0.29293280839920044,0
14,14:10,2018-02-14T01:53:00+00:00,0,0.29258060455322266,0
14,14:11,2018-02-14T01:52:00+00:00,0,0.29267406463623047,0
14,14:12,2018-02-14T01:51:00+00:00,0,0.292298287153244,0
14,14:13,2018-02-14T01:50:00+00:00,0,0.2925020456314087,0
14,14:14,2018-02-14T01:49:00+00:00,0,0.29311999678611755,0
14,14:15,2018-02-14T01:48:00+00:00,0,0.2928130030632019,0
15,15:0,2018-02-14T02:31:00+00:00,1,0.7275378108024597,1
15,15:1,2018-02-14T02:32:00+00:00,1,0.7209187746047974,1
15,15:2,2018-02-14T02:33:00+00:00,1,0.7264935970306396,1
15,15:3,2018-02-14T02:34:00+00:00,1,0.725479006767273,1
15,15:4,2018-02-14T02:35:00+00:00,1,0.7241401076316833,1
15,15:5,2018-02-14T02:36:00+00:00,1,0.7210304141044617,1
15,15:6,2018-02-14T02:37:00+00:00,1,0.7224387526512146,1
15,15:7,2018-02-14T02:38:00+00:00,1,0.7267957329750061,1
15,15:8,2018-02-14T02:39:00+00:00,1,0.7106589078903198,1
15,15:9,2018-02-14T02:40:00+00:00,1,0.720299243927002,1
15,15:10,2018-02-14T02:41:00+00:00,1,0.7215428352355957,1
15,15:11,2018-02-14T02:42:00+00:00,1,0.7207231521606445,1
15,15:12,2018-02-14T01:55:00+00:00,0,0.2536304295063019,0
15,15:13,2018-02-14T01:54:00+00:00,0,0.2828618288040161,0
15,15:14,2018-02-14T01:53:00+00:00,0,0.2306729257106781,0
15,15:15,2018-02-14T01:52:00+00:00,0,0.32170340418815613,0
15,15:16,2018-02-14T01:51:00+00:00,0,0.2662109136581421,0
15,15:17,2018-02-14T01:50:00+00:00,0,0.2614045739173889,0
15,15:18,2018-02-14T01:49:00+00:00,0,0.24857141077518463,0
15,15:19,2018-02-14T01:48:00+00:00,0,0.23908169567584991,0
15,15:20,2018-02-14T01:47:00+00:00,0,0.22027963399887085,0
15,15:21,2018-02-14T01:46:00+00:00,0,0.2367456555366516,0
15,15:22,2018-02-14T01:45:00+00:00,0,0.26147615909576416,0
15,15:23,2018-02-14T01:44:00+00:00,0,0.20975914597511292,0
16,16:0,2018-02-14T02:44:00+00:00,1,0.5277432203292847,1
16,16:1,2018-02-14T02:45:00+00:00,1,0.5349439978599548,1
16,16:2,2018-02-14T02:46:00+00:00,1,0.5354968309402466,1
16,16:3,2018-02-14T02:47:00+00:00,1,0.5254296064376831,1
16,16:4,2018-02-14T02:48:00+00:00,1,0.5274553894996643,1
16,16:5,2018-02-14T02:49:00+00:00,1,0.5080868601799011,1
16,16:6,2018-02-14T02:50:00+00:00,1,0.5398492813110352,1
16,16:7,2018-02-14T02:51:00+00:00,1,0.5312907695770264,1
16,16:8,2018-02-14T02:52:00+00:00,1,0.5168453454971313,1
16,16:9,2018-02-14T02:53:00+00:00,1,0.5287617444992065,1
16,16:10,2018-02-14T02:54:00+00:00,1,0.5294736623764038,1
16,16:11,2018-02-14T02:55:00+00:00,1,0.5115809440612793,1
16,16:12,2018-02-14T02:56:00+00:00,1,0.5258371829986572,1
16,16:13,2018-02-14T02:57:00+00:00,1,0.5261983275413513,1
16,16:14,2018-02-14T02:58:00+00:00,1,0.5334327220916748,1
16,16:15,2018-02-14T02:59:00+00:00,1,0.5179057121276855,1
16,16:16,2018-02-14T03:00:00+00:00,1,0.5290935039520264,1
16,16:17,2018-02-14T03:01:00+00:00,1,0.5200142860412598,1
16,16:18,2018-02-14T03:02:00+00:00,1,0.509428858757019,1
16,16:19,2018-02-14T03:03:00+00:00,1,0.5305957794189453,1
16,16:20,2018-02-14T03:04:00+00:00,1,0.519502580165863,1
16,16:21,2018-02-14T03:05:00+00:00,1,0.5352383255958557,1
16,16:22,2018-02-14T03:06:00+00:00,1,0.5113592743873596,1
16,16:23,2018-02-14T03:07:00+00:00,1,0.5225545763969421,1
16,16:24,2018-02-14T03:08:00+00:00,1,0.5048341155052185,1
16,16:25,2018-02-14T03:09:00+00:00,1,0.5215633511543274,1
16,16:26,2018-02-14T03:10:00+00:00,1,0.5204963684082031,1
16,16:27,2018-02-14T03:11:00+00:00,1,0.5229368805885315,1
16,16:28,2018-02-14T03:12:00+00:00,1,0.5209100842475891,1
16,16:29,2018-02-14T03:13:00+00:00,1,0.5357539653778076,1
16,16:30,2018-02-14T03:14:00+00:00,1,0.524756908416748,1
16,16:31,2018-02-14T03:15:00+00:00,1,0.5248607397079468,1
16,16:32,2018-02-14T03:16:00+00:00,1,0.5391492247581482,1
16,16:33,2018-02-14T03:33:00+00:00,0,0.4195096790790558,1
16,16:34,2018-02-14T03:34:00+00:00,0,0.41994789242744446,1
16,16:35,2018-02-14T03:35:00+00:00,0,0.40940529108047485,1
16,16:36,2018-02-14T03:36:00+00:00,0,0.41956377029418945,1
16,16:37,2018-02-14T03:37:00+00:00,0,0.4196743965148926,1
16,16:38,2018-02-14T03:38:00+00:00,0,0.4199158251285553,1
16,16:39,2018-02-14T03:39:00+00:00,0,0.393968790769577,1
16,16:40,2018-02-14T03:40:00+00:00,0,0.4209648072719574,1
16,16:41,2018-02-14T03:41:00+00:00,0,0.4208717942237854,1
16,16:42,2018-02-14T03:42:00+00:00,0,0.41933727264404297,1
16,16:43,2018-02-14T03:43:00+00:00,0,0.3898048400878906,1
16,16:44,2018-02-14T03:44:00+00:00,0,0.41869083046913147,1
16,16:45,2018-02-14T03:45:00+00:00,0,0.4069432318210602,1
16,16:46,2018-02-14T03:46:00+00:00,0,0.4184207618236542,1
16,16:47,2018-02-14T03:47:00+00:00,0,0.4215954542160034,1
16,16:48,2018-02-14T03:48:00+00:00,0,0.4189412295818329,1
16,16:49,2018-02-14T03:49:00+00:00,0,0.4197808802127838,1
16,16:50,2018-02-14T03:50:00+00:00,0,0.4185703992843628,1
16,16:51,2018-02-14T03:51:00+00:00,0,0.4186669588088989,1
16,16:52,2018-02-14T03:52:00+00:00,0,0.41834086179733276,1
16,16:53,2018-02-14T03:53:00+00:00,0,0.41998130083084106,1
16,16:54,2018-02-14T03:54:00+00:00,0,0.4205998480319977,1
16,16:55,2018-02-14T03:55:00+00:00,0,0.41912028193473816,1
16,16:56,2018-02-14T03:56:00+00:00,0,0.421354740858078,1
16,16:57,2018-02-14T03:57:00+00:00,0,0.42006590962409973,1
16,16:58,2018-02-14T03:58:00+00:00,0,0.41931843757629395,1
16,16:59,2018-02-14T03:59:00+00:00,0,0.41688618063926697,1
16,16:60,2018-02-14T04:00:00+00:00,0,0.4079904556274414,1
16,16:61,2018-02-14T04:01:00+00:00,0,0.3706649839878082,0
16,16:62,2018-02-14T04:02:00+00:00,0,0.2746749222278595,0
16,16:63,2018-02-14T04:03:00+00:00,0,0.27550336718559265,0
16,16:64,2018-02-14T04:04:00+00:00,0,0.2749425172805786,0
16,16:65,2018-02-14T01:55:00+00:00,0,0.28201499581336975,0
17,17:0,2018-02-14T03:18:00+00:00,1,0.5668591260910034,1
17,17:1,2018-02-14T03:19:00+00:00,1,0.5662190914154053,1
17,17:2,2018-02-14T03:20:00+00:00,1,0.5674100518226624,1
17,17:3,2018-02-14T03:21:00+00:00,1,0.5670512318611145,1
17,17:4,2018-02-14T03:22:00+00:00,1,0.567557692527771,1
17,17:5,2018-02-14T03:23:00+00:00,1,0.5670329928398132,1
17,17:6,2018-02-14T03:33:00+00:00,0,0.40249937772750854,1
17,17:7,2018-02-14T03:34:00+00:00,0,0.3958187699317932,1
17,17:8,2018-02-14T03:35:00+00:00,0,0.38864973187446594,1
17,17:9,2018-02-14T03:36:00+00:00,0,0.38829830288887024,1
17,17:10,2018-02-14T03:37:00+00:00,0,0.3478300869464874,0
17,17:11,2018-02-14T03:38:00+00:00,0,0.3369823396205902,0
18,18:0,2018-02-14T03:25:00+00:00,1,0.35683467984199524,0
18,18:1,2018-02-14T03:26:00+00:00,1,0.35683631896972656,0
18,18:2,2018-02-14T03:27:00+00:00,1,0.3567742109298706,0
18,18:3,2018-02-14T03:28:00+00:00,1,0.35681530833244324,0
18,18:4,2018-02-14T03:29:00+00:00,1,0.35683712363243103,0
18,18:5,2018-02-14T03:30:00+00:00,1,0.3567814230918884,0
18,18:6,2018-02-14T03:31:00+00:00,1,0.35678789019584656,0
18,18:7,2018-02-14T03:33:00+00:00,0,0.34391582012176514,0
18,18:8,2018-02-14T03:34:00+00:00,0,0.3439001142978668,0
18,18:9,2018-02-14T03:35:00+00:00,0,0.3432271182537079,0
18,18:10,2018-02-14T03:36:00+00:00,0,0.3439221680164337,0
18,18:11,2018-02-14T03:37:00+00:00,0,0.3439096212387085,0
18,18:12,2018-02-14T03:38:00+00:00,0,0.3439458906650543,0
18,18:13,2018-02-14T03:39:00+00:00,0,0.3326304852962494,0
19,19:0,2018-02-21T10:03:00+00:00,0,0.278971403837204,0
19,19:1,2018-02-21T10:04:00+00:00,0,0.4253382980823517,1
19,19:2,2018-02-21T10:05:00+00:00,0,0.31410863995552063,0
19,19:3,2018-02-21T10:06:00+00:00,0,0.31438013911247253,0
19,19:4,2018-02-21T10:07:00+00:00,0,0.30605995655059814,0
19,19:5,2018-02-21T10:08:00+00:00,1,0.44875022768974304,1
19,19:6,2018-02-21T10:02:00+00:00,0,0.28578904271125793,0
19,19:7,2018-02-21T10:01:00+00:00,0,0.28538328409194946,0
19,19:8,2018-02-21T10:00:00+00:00,0,0.25143444538116455,0
19,19:9,2018-02-21T09:59:00+00:00,0,0.26476767659187317,0
19,19:10,2018-02-21T09:58:00+00:00,0,0.24026156961917877,0
19,19:11,2018-02-21T09:57:00+00:00,0,0.29223474860191345,0
20,20:0,2018-02-21T10:10:00+00:00,1,0.48163455724716187,1
20,20:1,2018-02-21T10:02:00+00:00,0,0.20218287408351898,0
20,20:2,2018-02-21T10:01:00+00:00,0,0.20290562510490417,0
20,20:3,2018-02-21T10:00:00+00:00,0,0.22897636890411377,0
20,20:4,2018-02-21T09:59:00+00:00,0,0.204537495970726,0
20,20:5,2018-02-21T09:58:00+00:00,0,0.2085811048746109,0
21,21:0,2018-02-21T10:29:00+00:00,1,0.4713488221168518,1
21,21:1,2018-02-21T10:02:00+00:00,0,0.3223549723625183,0
21,21:2,2018-02-21T10:01:00+00:00,0,0.3187488615512848,0
21,21:3,2018-02-21T10:00:00+00:00,0,0.30254456400871277,0
21,21:4,2018-02-21T09:59:00+00:00,0,0.3280065059661865,0
21,21:5,2018-02-21T09:58:00+00:00,0,0.295488566160202,0
22,22:0,2018-02-21T10:31:00+00:00,1,0.463320255279541,1
22,22:1,2018-02-21T10:02:00+00:00,0,0.340191125869751,0
22,22:2,2018-02-21T10:01:00+00:00,0,0.34158647060394287,0
22,22:3,2018-02-21T10:00:00+00:00,0,0.3525879681110382,0
22,22:4,2018-02-21T09:59:00+00:00,0,0.3132226765155792,0
22,22:5,2018-02-21T09:58:00+00:00,0,0.33575892448425293,0
23,23:0,2018-02-21T10:33:00+00:00,1,0.471039354801178,1
23,23:1,2018-02-21T10:02:00+00:00,0,0.46367010474205017,1
23,23:2,2018-02-21T10:01:00+00:00,0,0.465933233499527,1
23,23:3,2018-02-21T10:00:00+00:00,0,0.4557749032974243,1
23,23:4,2018-02-21T09:59:00+00:00,0,0.47947511076927185,1
23,23:5,2018-02-21T09:58:00+00:00,0,0.44475826621055603,1
24,24:0,2018-02-21T10:35:00+00:00,1,0.5062766671180725,1
24,24:1,2018-02-21T10:02:00+00:00,0,0.46367010474205017,1
24,24:2,2018-02-21T10:01:00+00:00,0,0.465933233499527,1
24,24:3,2018-02-21T10:00:00+00:00,0,0.4557749032974243,1
24,24:4,2018-02-21T09:59:00+00:00,0,0.47947511076927185,1
24,24:5,2018-02-21T09:58:00+00:00,0,0.44475826621055603,1
25,25:0,2018-02-21T10:37:00+00:00,1,0.4759492874145508,1
25,25:1,2018-02-21T10:02:00+00:00,0,0.46367010474205017,1
25,25:2,2018-02-21T10:01:00+00:00,0,0.465933233499527,1
25,25:3,2018-02-21T10:00:00+00:00,0,0.4557749032974243,1
25,25:4,2018-02-21T09:59:00+00:00,0,0.47947511076927185,1
25,25:5,2018-02-21T09:58:00+00:00,0,0.44475826621055603,1
26,26:0,2018-02-21T10:39:00+00:00,1,0.47672295570373535,1
26,26:1,2018-02-21T10:02:00+00:00,0,0.46367010474205017,1
26,26:2,2018-02-21T10:01:00+00:00,0,0.465933233499527,1
26,26:3,2018-02-21T10:00:00+00:00,0,0.4557749032974243,1
26,26:4,2018-02-21T09:59:00+00:00,0,0.47947511076927185,1
26,26:5,2018-02-21T09:58:00+00:00,0,0.44475826621055603,1
27,27:0,2018-02-21T10:41:00+00:00,1,0.47673705220222473,1
27,27:1,2018-02-21T10:02:00+00:00,0,0.46367010474205017,1
27,27:2,2018-02-21T10:01:00+00:00,0,0.465933233499527,1
27,27:3,2018-02-21T10:00:00+00:00,0,0.4557749032974243,1
27,27:4,2018-02-21T09:59:00+00:00,0,0.47947511076927185,1
27,27:5,2018-02-21T09:58:00+00:00,0,0.44475826621055603,1
28,28:0,2018-02-21T10:43:00+00:00,1,0.475372850894928,1
28,28:1,2018-02-21T10:02:00+00:00,0,0.46367010474205017,1
28,28:2,2018-02-21T10:01:00+00:00,0,0.465933233499527,1
28,28:3,2018-02-21T10:00:00+00:00,0,0.4557749032974243,1
28,28:4,2018-02-21T09:59:00+00:00,0,0.47947511076927185,1
28,28:5,2018-02-21T09:58:00+00:00,0,0.44475826621055603,1
29,29:0,2018-02-21T10:12:00+00:00,1,0.4650830328464508,1
29,29:1,2018-02-21T10:02:00+00:00,0,0.46367010474205017,1
29,29:2,2018-02-21T10:01:00+00:00,0,0.465933233499527,1
29,29:3,2018-02-21T10:00:00+00:00,0,0.4557749032974243,1
29,29:4,2018-02-21T09:59:00+00:00,0,0.47947511076927185,1
29,29:5,2018-02-21T09:58:00+00:00,0,0.44475826621055603,1
30,30:0,2018-02-21T10:14:00+00:00,1,0.4647025465965271,1
30,30:1,2018-02-21T10:15:00+00:00,1,0.4647192358970642,1
30,30:2,2018-02-21T10:02:00+00:00,0,0.46367010474205017,1
30,30:3,2018-02-21T10:01:00+00:00,0,0.465933233499527,1
30,30:4,2018-02-21T10:00:00+00:00,0,0.4557749032974243,1
30,30:5,2018-02-21T09:59:00+00:00,0,0.47947511076927185,1
30,30:6,2018-02-21T09:58:00+00:00,0,0.44475826621055603,1
31,31:0,2018-02-21T10:17:00+00:00,1,0.4645223319530487,1
31,31:1,2018-02-21T10:02:00+00:00,0,0.46367010474205017,1
31,31:2,2018-02-21T10:01:00+00:00,0,0.465933233499527,1
31,31:3,2018-02-21T10:00:00+00:00,0,0.4557749032974243,1
31,31:4,2018-02-21T09:59:00+00:00,0,0.47947511076927185,1
31,31:5,2018-02-21T09:58:00+00:00,0,0.44475826621055603,1
32,32:0,2018-02-21T10:19:00+00:00,1,0.4596620500087738,1
32,32:1,2018-02-21T10:02:00+00:00,0,0.46367010474205017,1
32,32:2,2018-02-21T10:01:00+00:00,0,0.465933233499527,1
32,32:3,2018-02-21T10:00:00+00:00,0,0.4557749032974243,1
32,32:4,2018-02-21T09:59:00+00:00,0,0.47947511076927185,1
