fold_id,window_id,timestamp,source_day
12,55,2018-02-14 01:55:00+00:00,14-02-2018
12,54,2018-02-14 01:54:00+00:00,14-02-2018
12,53,2018-02-14 01:53:00+00:00,14-02-2018
12,52,2018-02-14 01:52:00+00:00,14-02-2018
12,51,2018-02-14 01:51:00+00:00,14-02-2018
12,50,2018-02-14 01:50:00+00:00,14-02-2018
12,49,2018-02-14 01:49:00+00:00,14-02-2018
12,48,2018-02-14 01:48:00+00:00,14-02-2018
12,47,2018-02-14 01:47:00+00:00,14-02-2018
12,46,2018-02-14 01:46:00+00:00,14-02-2018
13,55,2018-02-14 01:55:00+00:00,14-02-2018
13,54,2018-02-14 01:54:00+00:00,14-02-2018
13,53,2018-02-14 01:53:00+00:00,14-02-2018
13,52,2018-02-14 01:52:00+00:00,14-02-2018
13,51,2018-02-14 01:51:00+00:00,14-02-2018
14,55,2018-02-14 01:55:00+00:00,14-02-2018
14,54,2018-02-14 01:54:00+00:00,14-02-2018
14,53,2018-02-14 01:53:00+00:00,14-02-2018
14,52,2018-02-14 01:52:00+00:00,14-02-2018
14,51,2018-02-14 01:51:00+00:00,14-02-2018
14,50,2018-02-14 01:50:00+00:00,14-02-2018
14,49,2018-02-14 01:49:00+00:00,14-02-2018
14,48,2018-02-14 01:48:00+00:00,14-02-2018
15,55,2018-02-14 01:55:00+00:00,14-02-2018
15,54,2018-02-14 01:54:00+00:00,14-02-2018
15,53,2018-02-14 01:53:00+00:00,14-02-2018
15,52,2018-02-14 01:52:00+00:00,14-02-2018
15,51,2018-02-14 01:51:00+00:00,14-02-2018
15,50,2018-02-14 01:50:00+00:00,14-02-2018
15,49,2018-02-14 01:49:00+00:00,14-02-2018
15,48,2018-02-14 01:48:00+00:00,14-02-2018
15,47,2018-02-14 01:47:00+00:00,14-02-2018
15,46,2018-02-14 01:46:00+00:00,14-02-2018
15,45,2018-02-14 01:45:00+00:00,14-02-2018
15,44,2018-02-14 01:44:00+00:00,14-02-2018
16,153,2018-02-14 03:33:00+00:00,14-02-2018
16,154,2018-02-14 03:34:00+00:00,14-02-2018
16,155,2018-02-14 03:35:00+00:00,14-02-2018
16,156,2018-02-14 03:36:00+00:00,14-02-2018
16,157,2018-02-14 03:37:00+00:00,14-02-2018
16,158,2018-02-14 03:38:00+00:00,14-02-2018
16,159,2018-02-14 03:39:00+00:00,14-02-2018
16,160,2018-02-14 03:40:00+00:00,14-02-2018
16,161,2018-02-14 03:41:00+00:00,14-02-2018
16,162,2018-02-14 03:42:00+00:00,14-02-2018
16,163,2018-02-14 03:43:00+00:00,14-02-2018
16,164,2018-02-14 03:44:00+00:00,14-02-2018
16,165,2018-02-14 03:45:00+00:00,14-02-2018
16,166,2018-02-14 03:46:00+00:00,14-02-2018
16,167,2018-02-14 03:47:00+00:00,14-02-2018
16,168,2018-02-14 03:48:00+00:00,14-02-2018
16,169,2018-02-14 03:49:00+00:00,14-02-2018
16,170,2018-02-14 03:50:00+00:00,14-02-2018
16,171,2018-02-14 03:51:00+00:00,14-02-2018
16,172,2018-02-14 03:52:00+00:00,14-02-2018
16,173,2018-02-14 03:53:00+00:00,14-02-2018
16,174,2018-02-14 03:54:00+00:00,14-02-2018
16,175,2018-02-14 03:55:00+00:00,14-02-2018
16,176,2018-02-14 03:56:00+00:00,14-02-2018
16,177,2018-02-14 03:57:00+00:00,14-02-2018
16,178,2018-02-14 03:58:00+00:00,14-02-2018
16,179,2018-02-14 03:59:00+00:00,14-02-2018
16,180,2018-02-14 04:00:00+00:00,14-02-2018
16,181,2018-02-14 04:01:00+00:00,14-02-2018
16,182,2018-02-14 04:02:00+00:00,14-02-2018
16,183,2018-02-14 04:03:00+00:00,14-02-2018
16,184,2018-02-14 04:04:00+00:00,14-02-2018
16,55,2018-02-14 01:55:00+00:00,14-02-2018
17,153,2018-02-14 03:33:00+00:00,14-02-2018
17,154,2018-02-14 03:34:00+00:00,14-02-2018
17,155,2018-02-14 03:35:00+00:00,14-02-2018
17,156,2018-02-14 03:36:00+00:00,14-02-2018
17,157,2018-02-14 03:37:00+00:00,14-02-2018
17,158,2018-02-14 03:38:00+00:00,14-02-2018
18,153,2018-02-14 03:33:00+00:00,14-02-2018
18,154,2018-02-14 03:34:00+00:00,14-02-2018
18,155,2018-02-14 03:35:00+00:00,14-02-2018
18,156,2018-02-14 03:36:00+00:00,14-02-2018
18,157,2018-02-14 03:37:00+00:00,14-02-2018
18,158,2018-02-14 03:38:00+00:00,14-02-2018
18,159,2018-02-14 03:39:00+00:00,14-02-2018
19,671,2018-02-21 10:02:00+00:00,21-02-2018
19,670,2018-02-21 10:01:00+00:00,21-02-2018
19,669,2018-02-21 10:00:00+00:00,21-02-2018
19,668,2018-02-21 09:59:00+00:00,21-02-2018
19,667,2018-02-21 09:58:00+00:00,21-02-2018
19,666,2018-02-21 09:57:00+00:00,21-02-2018
20,671,2018-02-21 10:02:00+00:00,21-02-2018
20,670,2018-02-21 10:01:00+00:00,21-02-2018
20,669,2018-02-21 10:00:00+00:00,21-02-2018
20,668,2018-02-21 09:59:00+00:00,21-02-2018
20,667,2018-02-21 09:58:00+00:00,21-02-2018
21,671,2018-02-21 10:02:00+00:00,21-02-2018
21,670,2018-02-21 10:01:00+00:00,21-02-2018
21,669,2018-02-21 10:00:00+00:00,21-02-2018
21,668,2018-02-21 09:59:00+00:00,21-02-2018
21,667,2018-02-21 09:58:00+00:00,21-02-2018
22,671,2018-02-21 10:02:00+00:00,21-02-2018
22,670,2018-02-21 10:01:00+00:00,21-02-2018
22,669,2018-02-21 10:00:00+00:00,21-02-2018
22,668,2018-02-21 09:59:00+00:00,21-02-2018
22,667,2018-02-21 09:58:00+00:00,21-02-2018
23,671,2018-02-21 10:02:00+00:00,21-02-2018
23,670,2018-02-21 10:01:00+00:00,21-02-2018
23,669,2018-02-21 10:00:00+00:00,21-02-2018
23,668,2018-02-21 09:59:00+00:00,21-02-2018
23,667,2018-02-21 09:58:00+00:00,21-02-2018
24,671,2018-02-21 10:02:00+00:00,21-02-2018
24,670,2018-02-21 10:01:00+00:00,21-02-2018
24,669,2018-02-21 10:00:00+00:00,21-02-2018
24,668,2018-02-21 09:59:00+00:00,21-02-2018
24,667,2018-02-21 09:58:00+00:00,21-02-2018
25,671,2018-02-21 10:02:00+00:00,21-02-2018
25,670,2018-02-21 10:01:00+00:00,21-02-2018
25,669,2018-02-21 10:00:00+00:00,21-02-2018
25,668,2018-02-21 09:59:00+00:00,21-02-2018
25,667,2018-02-21 09:58:00+00:00,21-02-2018
26,671,2018-02-21 10:02:00+00:00,21-02-2018
26,670,2018-02-21 10:01:00+00:00,21-02-2018
26,669,2018-02-21 10:00:00+00:00,21-02-2018
26,668,2018-02-21 09:59:00+00:00,21-02-2018
26,667,2018-02-21 09:58:00+00:00,21-02-2018
27,671,2018-02-21 10:02:00+00:00,21-02-2018
27,670,2018-02-21 10:01:00+00:00,21-02-2018
27,669,2018-02-21 10:00:00+00:00,21-02-2018
27,668,2018-02-21 09:59:00+00:00,21-02-2018
27,667,2018-02-21 09:58:00+00:00,21-02-2018
28,671,2018-02-21 10:02:00+00:00,21-02-2018
28,670,2018-02-21 10:01:00+00:00,21-02-2018
28,669,2018-02-21 10:00:00+00:00,21-02-2018
28,668,2018-02-21 09:59:00+00:00,21-02-2018
28,667,2018-02-21 09:58:00+00:00,21-02-2018
29,671,2018-02-21 10:02:00+00:00,21-02-2018
29,670,2018-02-21 10:01:00+00:00,21-02-2018
29,669,2018-02-21 10:00:00+00:00,21-02-2018
29,668,2018-02-21 09:59:00+00:00,21-02-2018
29,667,2018-02-21 09:58:00+00:00,21-02-2018
30,671,2018-02-21 10:02:00+00:00,21-02-2018
30,670,2018-02-21 10:01:00+00:00,21-02-2018
30,669,2018-02-21 10:00:00+00:00,21-02-2018
30,668,2018-02-21 09:59:00+00:00,21-02-2018
30,667,2018-02-21 09:58:00+00:00,21-02-2018
31,671,2018-02-21 10:02:00+00:00,21-02-2018
31,670,2018-02-21 10:01:00+00:00,21-02-2018
31,669,2018-02-21 10:00:00+00:00,21-02-2018
31,668,2018-02-21 09:59:00+00:00,21-02-2018
31,667,2018-02-21 09:58:00+00:00,21-02-2018
32,671,2018-02-21 10:02:00+00:00,21-02-2018
32,670,2018-02-21 10:01:00+00:00,21-02-2018
32,669,2018-02-21 10:00:00+00:00,21-02-2018
32,668,2018-02-21 09:59:00+00:00,21-02-2018
32,667,2018-02-21 09:58:00+00:00,21-02-2018
33,671,2018-02-21 10:02:00+00:00,21-02-2018
33,670,2018-02-21 10:01:00+00:00,21-02-2018
33,669,2018-02-21 10:00:00+00:00,21-02-2018
33,668,2018-02-21 09:59:00+00:00,21-02-2018
33,667,2018-02-21 09:58:00+00:00,21-02-2018
34,671,2018-02-21 10:02:00+00:00,21-02-2018
34,670,2018-02-21 10:01:00+00:00,21-02-2018
34,669,2018-02-21 10:00:00+00:00,21-02-2018
34,668,2018-02-21 09:59:00+00:00,21-02-2018
34,667,2018-02-21 09:58:00+00:00,21-02-2018
35,671,2018-02-21 10:02:00+00:00,21-02-2018
35,670,2018-02-21 10:01:00+00:00,21-02-2018
35,669,2018-02-21 10:00:00+00:00,21-02-2018
35,668,2018-02-21 09:59:00+00:00,21-02-2018
35,667,2018-02-21 09:58:00+00:00,21-02-2018
36,671,2018-02-21 10:02:00+00:00,21-02-2018
36,670,2018-02-21 10:01:00+00:00,21-02-2018
36,669,2018-02-21 10:00:00+00:00,21-02-2018
36,668,2018-02-21 09:59:00+00:00,21-02-2018
36,667,2018-02-21 09:58:00+00:00,21-02-2018
