feature,classification,valid_or_invalid,reason,provenance,timestamp_derived,day_derived,episode_derived,target_derived,future_derived,within_day_variance,between_day_variance,within_episode_variance,between_episode_variance,max_abs_lr_coefficient
packet_count_bwd_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.6617848348376351,1.0085697726203855,0.4313928312712907,3.5807610316760536,0.5768977930307583
packet_count_bwd_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.2850372676362869,0.3028807548347952,0.3081809068837002,0.7770943807246885,1.0956523015449946
packet_count_bwd_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.076701514017755,2.71129137637904,0.2832276341411963,7.97773665124879,0.0414103978625035
packet_count_bwd_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.849061278612164,0.079949788906361,1.8883658902106104,0.0580754718335316,0.1561794771427427
packet_count_bwd_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.2930557094827948,0.5645322580699024,0.3166161481965531,1.295348988216907,0.2477715674692299
byte_count_fwd_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,18.666459528693878,6.460488369683672,1.9750579439941875,132.09607548680475,0.0644982490410712
byte_count_fwd_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,7.2095523563111215,0.4489469122070834,1.4158430900976395,32.888028973051334,0.7371449640753159
byte_count_fwd_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,4.401232686288831,0.5658547996342886,0.6279580374114395,6.784398538204341,0.196293232252904
byte_count_fwd_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.7748027795636248,0.328295553954346,0.602312399181625,6.760878126554647,0.1929608249316208
byte_count_fwd_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.477123292786379,0.0621858167590395,0.6203413866914252,6.1921942382656265,1.3117858158652962
byte_count_bwd_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.6514892203668664,1.8463069781485308,0.4000215792572033,4.351634007857523,0.5587403704978764
byte_count_bwd_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.3601945612776818,0.9441013840459964,0.3375649327096358,2.0377545049881505,1.5678326655648918
byte_count_bwd_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.1002204085634748,3.0475724514306104,0.403721331379921,7.426408478763138,0.4455998088666588
byte_count_bwd_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,3.3526112321867463,0.0254362780586599,3.1951553534417294,0.0645268969316061,0.0528430285360523
byte_count_bwd_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.4013293204049593,1.2561673570436855,0.3476813878794109,2.6694838205388267,0.6566363762373644
fwd_pkt_len_max_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.3527080894838392,0.1521037086736728,0.7735497029508459,4.604707056355542,0.2132841155820581
fwd_pkt_len_max_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,3.1897902195094345,0.3465970079188875,1.019110172619499,6.597890833430321,1.67698239624173
fwd_pkt_len_max_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,148.86546096245655,15.226129638921472,54.07212467945607,23.88636801966528,0.3878840093941769
fwd_pkt_len_max_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.261474762071616,0.1394451456959111,1.089605622076471,0.1512773682239375,0.0553129401394544
fwd_pkt_len_max_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,61.01693112087577,6.033884720739357,15.337923459565271,13.111444474067309,0.4980327802425809
fwd_pkt_len_min_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,40.25361715439306,44.87307317938568,10.89251445314089,14.260929888023805,0.1921369211924826
fwd_pkt_len_min_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,11.820000262013272,10.948516211171023,3.326421237141448,6.237801452683858,0.015321253087492
fwd_pkt_len_min_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.7006628112545221,0.2258047422048938,0.5820530084926246,0.935165919650908,0.1520210274082299
fwd_pkt_len_min_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.8814699045307777,0.1115686792261437,0.5099194542137159,0.1192963175993456,0.0455771218186923
fwd_pkt_len_min_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.5094638025817132,0.2428350930685484,0.7195154795122226,0.7170804781535228,0.0239148894341614
fwd_pkt_len_mean_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,25.457462176451088,22.500729133529568,6.737141334225181,8.20976674924995,0.2143530254968667
fwd_pkt_len_mean_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,10.13055045242161,7.543870385056101,2.653660504885188,5.6036638641663945,0.0126505047942418
fwd_pkt_len_mean_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,101.155219814209,10.975253172610852,28.842766112115772,30.044706630304404,0.4365298295747192
fwd_pkt_len_mean_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.886416641103724,0.1247806617786124,0.5391931437982903,0.1405528030088977,0.0132745022982031
fwd_pkt_len_mean_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,10.434815536738498,0.5253773745284807,7.533198751131469,9.835834167247494,0.0141275214199101
fwd_pkt_len_std_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.63242439800432,0.7364072998129373,1.0006765001638114,4.068766753985027,2.01370541717781
fwd_pkt_len_std_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,4.327260557613421,2.3191392998604696,1.782563271589526,7.317811880939646,0.9044621820812492
fwd_pkt_len_std_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,292.7516763086533,33.82304917455903,95.47716515958275,61.38628585202568,0.4304655777830621
fwd_pkt_len_std_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,62.86181556658181,0.3528518015217623,34.13960683164149,0.2715746562994308,0.0385882442420645
fwd_pkt_len_std_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,3.41875475156512,1.316420095755612,1.2355445108044896,2.8895943944084017,0.2671580612444253
bwd_pkt_len_max_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.352985743917763,1.5464230338092195,0.5641335522011148,5.734565254731902,0.0063359180659243
bwd_pkt_len_max_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.6392272927436045,6.98966972847978,1.302803153979632,13.071803227155018,0.5787119369150684
bwd_pkt_len_max_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,19.83598232779011,1.1528874063924286,5.384553534626469,25.89236222577233,0.1646933025367441
bwd_pkt_len_max_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,4.869805509008589,0.0264001151783436,5.257199975109068,0.1046691270068141,0.0473210195802225
bwd_pkt_len_max_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.487536636091692,0.3418970542469549,1.539771015079273,0.6102925535112116,0.1335159688955332
bwd_pkt_len_min_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.2465427923791507,0.2497834930533781,0.1480451950967976,0.24314340747875,0.8599546247982904
bwd_pkt_len_min_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.6983468133118939,1.147017745901969,0.495976226374482,2.046114522327251,0.3589216997043053
bwd_pkt_len_min_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.7227917736703057,0.2404179453686714,0.6303562283515562,1.0546917104130376,0.2307025100409335
bwd_pkt_len_min_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
bwd_pkt_len_min_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,3.660767058444836,4.81578932414788,2.6557056371786216,14.967357547062274,0.0142769895535176
bwd_pkt_len_mean_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.6111991043984889,0.7840696370867458,0.3152658558037881,1.8787204728275424,0.1948549698124835
bwd_pkt_len_mean_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.6585355094663662,0.7090574201610641,0.4117286553424015,1.8032119485008529,0.2920101061849194
bwd_pkt_len_mean_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,16.85016615518607,1.322532252934992,3.212820219585291,16.377889646057824,0.4716183677180229
bwd_pkt_len_mean_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.724398638118396,0.0152061624611799,3.944548627576896,0.0919594137171137,0.0536665828743156
bwd_pkt_len_mean_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.5848554711062066,1.3937362314544195,1.8612994799082725,2.3944403975600204,1.5397994815086964
bwd_pkt_len_std_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.4995259420667146,1.0830061144238403,0.687794294309343,4.133180451978756,1.6520014216805274
bwd_pkt_len_std_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.4316829198733447,2.7112438189890358,0.6545474549709551,5.254376582306069,1.1295479612011246
bwd_pkt_len_std_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,43.413815618472704,3.728257049056257,9.010930388110868,49.61832721721584,0.0047558270448519
bwd_pkt_len_std_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.9885634326389527,0.0154315257066446,4.246871995218644,0.0959719608082752,0.0434372076003782
bwd_pkt_len_std_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,82.24431523457862,31.341176324520266,55.37056743556328,57.99858259307741,1.227203641921834
bytes_per_sec_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.852875211130421,4.914356434514699,0.9167321969971792,1.7355537943903874,1.322642508006412
bytes_per_sec_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.2313738746169616,5.538980300160921,0.8898356031551936,3.3395223978933166,0.2627989267823097
bytes_per_sec_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,4.404500411622474,7.4139620729453295,1.1221688844508189,4.823640156619438,0.8780731084663855
bytes_per_sec_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.8857129745545047,0.2454470572204934,1.2373522745355303,1.3508662419523687,0.0519283132690515
bytes_per_sec_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,4.509642008862735,14.828634969542025,1.670201350019614,12.183634488390068,1.1733531674315525
packets_per_sec_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.907419908467333,3.0810346646880187,1.1076211949667936,4.058472671468049,0.2905160251868649
packets_per_sec_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,7.150551654007763,11.862190132000196,2.627623377838682,16.159763509668544,0.0320267553233607
packets_per_sec_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,3.966609791652497,6.608469650041994,1.194775300395383,8.303295197954842,0.2638130382607632
packets_per_sec_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,12794.382581578566,690.9968285966816,4756.283227581955,208.0355798746112,0.1682691904094541
packets_per_sec_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,23.52487278674504,44.48774085530146,7.976248745441958,70.71964030817162,0.3207579773765325
flow_iat_mean_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.4382253735841708,0.3459212050019657,0.1581266740665433,0.2037243306746326,0.2209422140880424
flow_iat_mean_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.16132817660253,0.2322420809344398,0.0620084790621366,0.0804808061106705,0.1559737931226923
flow_iat_mean_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0946698129438105,0.5408552358974428,0.0257637965621269,0.1519863229980657,0.260895899808189
flow_iat_mean_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.8375052488656964,0.1584579371321851,0.4812050165216204,0.0263162173641419,0.0154269524814202
flow_iat_mean_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.2518809983153972,0.473240886635083,0.2325964637000066,0.6372289630210028,0.0407735008262498
flow_iat_std_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,10.823519768011254,13.266078026276531,3.781485033657751,14.01384703195722,0.2669937624011994
flow_iat_std_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.930268711951742,0.5742569362665639,0.7560872407002541,1.28325381093657,1.2451210919723417
flow_iat_std_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.6500327602376013,0.2930767682641383,0.4531367293135773,1.2474121995354972,0.3991695889528623
flow_iat_std_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.8963316219550608,0.0928842430149728,0.5322886582197778,0.0155646292035727,0.042505911181392
flow_iat_std_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.4233899490421631,0.2439058732537264,0.325214089390418,0.3068707531492844,0.2672561182068641
flow_iat_max_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.089867228106948,0.9433702852483012,0.3655466820894058,1.2768742535643838,0.2663430375571138
flow_iat_max_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.3187533953685766,0.2178931366765576,0.1152611681674616,0.152240852470316,0.5692917686860888
flow_iat_max_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.1435824735206381,0.4493414677837203,0.081910885321553,0.3785435079081494,0.1903168467240297
flow_iat_max_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.8218922628525576,0.1693119685959703,0.4994744460909621,0.0302358513058571,0.001558923888801
flow_iat_max_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.1643160923840722,0.2166391827847692,0.1427560439357875,0.2662898755842667,0.1982361684466787
flow_iat_min_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.4084598124867806,0.3143013630338849,0.1532430228326971,0.0833430339107051,0.1653556288298069
flow_iat_min_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.1672109460024105,0.229801436305654,0.0675232272664514,0.0978039955001485,0.0331560405362121
flow_iat_min_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0925130026384627,0.5283089278343867,0.023888029532644,0.139204586255955,0.3218282509093607
flow_iat_min_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.844362198762684,0.1517930357006038,0.4818402211175935,0.0255974808866446,0.0226520707966914
flow_iat_min_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.2922582855238495,0.582529616048363,0.2529074112024349,0.8350211657056705,0.0950441252349008
fwd_iat_tot_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,4.864486436189448,5.893279078251153,0.885933963398973,46.994459886751045,0.0753750189365677
fwd_iat_tot_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.5445076584013655,0.1229677603038314,0.6091329879821221,1.2117163178041368,0.2472231246437469
fwd_iat_tot_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.3524447207206515,0.3748658441979718,0.2855789340437747,0.5175670341348538,0.1092588594937449
fwd_iat_tot_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.6259108442936228,0.2789504959273958,0.2830227372625553,7.848230262621095,0.0919162739976596
fwd_iat_tot_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,477.1211993800383,212.03641564915765,209.65816523539783,347.2203296496702,0.0396022382899706
fwd_iat_mean_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.4619595650275112,0.3466963928382725,0.166582679031836,0.2090542041290853,0.075908502234756
fwd_iat_mean_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.1688537353093809,0.2367774500135922,0.0646786498294572,0.086021758282083,0.6774291045132887
fwd_iat_mean_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0995255069058834,0.5526501916398151,0.029813463249832,0.1819870922886059,0.1634017682371715
fwd_iat_mean_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.8310951402680584,0.1654170932137749,0.4816102949281161,0.0272908531042144,0.0086964466548618
fwd_iat_mean_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.2852707337505513,0.4858628239451328,0.2603634722162378,0.6987727643495357,0.2763988578131402
fwd_iat_std_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,5.9464110672198105,6.829773415133952,2.1191473140496746,7.343431567238691,0.3293633148706288
fwd_iat_std_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.4267452102383584,0.3558569633294169,0.6118500798045501,0.943623679772254,0.3360558313832341
fwd_iat_std_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.7417384534375535,0.2537325078628128,0.5357778060236573,2.131980255163242,0.2686201848909592
fwd_iat_std_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.89818668469336,0.0910089052036957,0.5496624176037992,0.0157339991617147,0.049432316103979
fwd_iat_std_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.0355072362737825,0.5329936390458407,1.0367474598085793,1.2892589430428818,0.2828089790574123
fwd_iat_max_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.0595317551934114,0.952069908300238,0.3566582425864322,1.2557292314133397,0.0635570121457931
fwd_iat_max_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.3229737659236153,0.225281669774517,0.1172703838233927,0.1552146530036438,0.0590238369596861
fwd_iat_max_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.1407909163244819,0.4534385691007275,0.0810741504681471,0.377430388421175,0.3599370477676219
fwd_iat_max_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.822710426139732,0.1684507947651516,0.4996466160465888,0.0301771187953421,0.0016147305597055
fwd_iat_max_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.2210523677824099,0.2528385358748269,0.2040968366916779,0.3441120347499793,0.2770995002763242
fwd_iat_min_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.4127739317124589,0.3128121124921458,0.1546182479579163,0.0845012584149777,0.0043596416000499
fwd_iat_min_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.1727944550676713,0.23439887310474,0.0695914230087018,0.1022880972013099,0.4289857352689494
fwd_iat_min_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0933829803114344,0.5330064319812495,0.0239577596508621,0.1434232694717828,0.3397767060448769
