feature,between_day_variance,within_day_variance
bwd_pkt_len_max_max,0.34189705424695493,2.4875366360916917
bwd_pkt_len_min_mean,0.24978349305337816,0.24654279237915075
bwd_pkt_len_min_std,1.147017745901969,0.6983468133118939
bwd_pkt_len_min_sum,0.24041794536867145,0.7227917736703057
bwd_pkt_len_min_min,0.0,0.0
bwd_pkt_len_min_max,4.81578932414788,3.660767058444836
bwd_pkt_len_mean_mean,0.7840696370867458,0.6111991043984889
bwd_pkt_len_mean_std,0.7090574201610641,0.6585355094663662
bwd_pkt_len_mean_sum,1.3225322529349919,16.85016615518607
bwd_pkt_len_mean_min,0.015206162461179961,2.724398638118396
bwd_pkt_len_mean_max,1.3937362314544195,2.5848554711062066
bwd_pkt_len_std_mean,1.0830061144238403,1.4995259420667146
bwd_pkt_len_std_std,2.7112438189890353,1.4316829198733447
bwd_pkt_len_std_sum,3.728257049056257,43.413815618472704
bwd_pkt_len_std_min,0.015431525706644644,2.9885634326389527
bwd_pkt_len_std_max,31.341176324520262,82.24431523457862
bytes_per_sec_mean,4.914356434514699,2.852875211130421
bytes_per_sec_std,5.538980300160921,2.2313738746169616
bytes_per_sec_sum,7.4139620729453295,4.404500411622474
bytes_per_sec_min,0.24544705722049348,1.8857129745545052
bytes_per_sec_max,14.828634969542023,4.509642008862735
packets_per_sec_mean,3.0810346646880187,2.907419908467333
packets_per_sec_std,11.862190132000196,7.150551654007763
packets_per_sec_sum,6.608469650041994,3.966609791652497
packets_per_sec_min,690.9968285966816,12794.382581578566
packets_per_sec_max,44.48774085530146,23.524872786745036
flow_iat_mean_mean,0.34592120500196577,0.4382253735841708
flow_iat_mean_std,0.2322420809344398,0.16132817660253002
flow_iat_mean_sum,0.5408552358974428,0.09466981294381051
flow_iat_mean_min,0.1584579371321851,1.8375052488656964
flow_iat_mean_max,0.47324088663508307,0.25188099831539723
flow_iat_std_mean,13.266078026276531,10.823519768011254
flow_iat_std_std,0.5742569362665639,1.930268711951742
flow_iat_std_sum,0.2930767682641383,0.6500327602376013
flow_iat_std_min,0.09288424301497283,1.8963316219550606
flow_iat_std_max,0.24390587325372648,0.42338994904216315
flow_iat_max_mean,0.9433702852483012,1.0898672281069481
flow_iat_max_std,0.21789313667655766,0.31875339536857666
flow_iat_max_sum,0.44934146778372036,0.1435824735206381
flow_iat_max_min,0.1693119685959703,1.8218922628525576
flow_iat_max_max,0.2166391827847692,0.16431609238407227
flow_iat_min_mean,0.31430136303388495,0.40845981248678065
flow_iat_min_std,0.22980143630565406,0.16721094600241052
flow_iat_min_sum,0.5283089278343867,0.09251300263846275
flow_iat_min_min,0.1517930357006038,1.8443621987626841
flow_iat_min_max,0.582529616048363,0.2922582855238495
fwd_iat_tot_mean,5.893279078251153,4.864486436189448
fwd_iat_tot_std,0.12296776030383146,1.5445076584013657
fwd_iat_tot_sum,0.3748658441979718,0.3524447207206515
fwd_iat_tot_min,0.2789504959273958,1.6259108442936228
fwd_iat_tot_max,212.03641564915765,477.12119938003826
fwd_iat_mean_mean,0.3466963928382725,0.46195956502751123
fwd_iat_mean_std,0.23677745001359224,0.16885373530938094
fwd_iat_mean_sum,0.5526501916398151,0.09952550690588341
fwd_iat_mean_min,0.16541709321377493,1.8310951402680586
fwd_iat_mean_max,0.48586282394513286,0.2852707337505513
fwd_iat_std_mean,6.829773415133952,5.9464110672198105
fwd_iat_std_std,0.35585696332941696,1.4267452102383584
fwd_iat_std_sum,0.2537325078628128,0.7417384534375535
fwd_iat_std_min,0.09100890520369577,1.8981866846933597
fwd_iat_std_max,0.5329936390458407,1.0355072362737823
fwd_iat_max_mean,0.9520699083002381,1.0595317551934114
fwd_iat_max_std,0.22528166977451702,0.3229737659236153
fwd_iat_max_sum,0.45343856910072755,0.14079091632448196
fwd_iat_max_min,0.1684507947651516,1.8227104261397316
fwd_iat_max_max,0.25283853587482696,0.22105236778240991
fwd_iat_min_mean,0.3128121124921458,0.41277393171245896
fwd_iat_min_std,0.23439887310474,0.17279445506767133
fwd_iat_min_sum,0.5330064319812495,0.09338298031143444
fwd_iat_min_min,0.18681329513237366,1.8121126576377762
fwd_iat_min_max,0.600213522653656,0.32710183782431573
bwd_iat_tot_mean,0.24872288700033654,0.22554736769093986
bwd_iat_tot_std,0.5361252712226485,0.26486324863881544
bwd_iat_tot_sum,0.2605053493465217,0.7860757024470183
bwd_iat_tot_min,0.04937601253017196,7.25022447458779
bwd_iat_tot_max,1695.0025815179827,147.98308430831062
bwd_iat_mean_mean,0.5366714829994674,0.31976745702467907
bwd_iat_mean_std,0.6191703421959944,0.38804556232755605
bwd_iat_mean_sum,0.3312594038185247,0.640525373668025
bwd_iat_mean_min,0.025197895880721917,2.209112128609871
bwd_iat_mean_max,0.4811363072741849,0.5571547963193182
bwd_iat_std_mean,0.31348300234969695,0.27643257583990233
bwd_iat_std_std,0.45473866954250086,0.2860773093530978
bwd_iat_std_sum,0.25490905150663523,0.6598277584723158
bwd_iat_std_min,0.018093220846754157,2.4623279672850678
bwd_iat_std_max,1.232030907280597,1.1688971749886317
bwd_iat_max_mean,0.3118649556187807,0.2507074959931361
bwd_iat_max_std,0.4911999300348013,0.29388863573314256
bwd_iat_max_sum,0.254158109563415,0.6978704750703818
bwd_iat_max_min,0.02775580614169267,2.8224085029472916
bwd_iat_max_max,2.8060171895599426,1.3243980039438246
bwd_iat_min_mean,0.5222999274502477,1.2637652834380178
bwd_iat_min_std,0.305898647109359,0.38017253621523245
bwd_iat_min_sum,0.21950235737983811,0.498146689277743
bwd_iat_min_min,0.011625004008109539,1.9735154815591462
bwd_iat_min_max,0.2686275808430252,0.3837642502518228
fwd_psh_flags_mean,0.24089028814135402,0.9861269467967654
fwd_psh_flags_std,0.5852703034178413,0.4334438978681723
fwd_psh_flags_sum,0.23637067349647242,0.49345452620973895
fwd_psh_flags_min,0.011608996539792391,1.973529411764706
fwd_psh_flags_max,1.7105381730220337,0.36017554390278156
bwd_psh_flags_mean,0.0,0.0
bwd_psh_flags_std,0.0,0.0
bwd_psh_flags_sum,0.0,0.0
bwd_psh_flags_min,0.0,0.0
bwd_psh_flags_max,0.0,0.0
fwd_urg_flags_mean,0.07700385285443723,0.8684863101292196
fwd_urg_flags_std,0.09273410376449624,0.8030981766525245
fwd_urg_flags_sum,0.06851152378523004,0.6582563890623053
fwd_urg_flags_min,0.0,0.0
fwd_urg_flags_max,0.09907622867907012,0.7550438935690873
bwd_urg_flags_mean,0.0,0.0
bwd_urg_flags_std,0.0,0.0
bwd_urg_flags_sum,0.0,0.0
bwd_urg_flags_min,0.0,0.0
bwd_urg_flags_max,0.0,0.0
fwd_header_len_mean,1173223.4498902124,5237347.332259498
fwd_header_len_std,10502.145960796142,42310.04854276074
fwd_header_len_sum,584.4012346994771,2839.035092892271
fwd_header_len_min,0.9568866480899774,1.4352929238975418
fwd_header_len_max,47.8861760030476,243.27432244631098
bwd_header_len_mean,0.6305358568185027,9.759613328748667
bwd_header_len_std,0.4611812117759154,6.093727415624543
bwd_header_len_sum,0.2790716250132474,3.3085112745629317
bwd_header_len_min,0.055718546999631094,3.6741823389625563
bwd_header_len_max,0.9986234488441406,6.772718821551841
fwd_pkts_per_sec_mean,0.2911543063320474,1.0178592562535966
fwd_pkts_per_sec_std,0.38412260086908645,0.3688599448927771
fwd_pkts_per_sec_sum,0.2497501050675206,4.270767202614178
fwd_pkts_per_sec_min,0.011649143355229838,1.9734921026756425
fwd_pkts_per_sec_max,0.9161761339904523,0.4174380947844263
bwd_pkts_per_sec_mean,1.7214094873702188,25.601445004941553
bwd_pkts_per_sec_std,0.15344730513686516,0.9509735473732075
bwd_pkts_per_sec_sum,6.286808462280273,197.49955315833208
bwd_pkts_per_sec_min,0.01162405726247494,1.9735153817914013
bwd_pkts_per_sec_max,0.14821962405802908,0.5716521146343564
pkt_len_min_mean,46.11228846857007,41.70009897356804
pkt_len_min_std,12.93803293117739,13.778533458129074
pkt_len_min_sum,0.2266097232176235,0.7044681541946761
pkt_len_min_min,0.10533365051640624,1.8872121563585356
pkt_len_min_max,0.15983128966938584,0.12369815754789225
pkt_len_max_mean,0.2618726164326088,1.7562023467375705
pkt_len_max_std,3.279186107278523,2.6249230532537804
pkt_len_max_sum,4.867950249730062,46.30141750022711
pkt_len_max_min,0.20024324381077827,2.400833216292179
pkt_len_max_max,0.056948572968565904,1.1134286455519344
pkt_len_mean_mean,4.120144627331799,7.51847417174356
pkt_len_mean_std,0.517375459665322,2.6658301093950567
pkt_len_mean_sum,2.6750458039078024,27.977710365493937
pkt_len_mean_min,0.157410079474472,1.8603698181001251
pkt_len_mean_max,0.2533626993785451,0.7285969642019098
pkt_len_std_mean,1.0438718625101546,1.3270876073685285
pkt_len_std_std,1.8253924511503272,1.4174821548634762
pkt_len_std_sum,6.912517525318821,62.24811305707303
pkt_len_std_min,0.024081298244285475,3.6677941945345913
pkt_len_std_max,44.40291582722911,155.16033553618988
pkt_len_var_mean,0.5883314926211645,2.570844613228491
pkt_len_var_std,1.0367682119129682,163.5277101614875
pkt_len_var_sum,6.505607018462061,59.41670278998689
pkt_len_var_min,0.017554940322818118,3.4704228253955383
pkt_len_var_max,92.27601299091104,37043.702326389925
fin_flag_cnt_mean,0.13509483104773323,0.8663078959334362
fin_flag_cnt_std,0.3113830978226503,0.47919952988691267
fin_flag_cnt_sum,0.1867594010581557,0.5747732643043407
fin_flag_cnt_min,0.0,0.0
fin_flag_cnt_max,0.9398529629277542,0.5407019773764935
syn_flag_cnt_mean,0.24089028814135402,0.9861269467967654
syn_flag_cnt_std,0.5852703034178413,0.4334438978681723
syn_flag_cnt_sum,0.23637067349647242,0.49345452620973895
syn_flag_cnt_min,0.011608996539792391,1.973529411764706
syn_flag_cnt_max,1.7105381730220337,0.36017554390278156
rst_flag_cnt_mean,0.2808856139056629,0.3333313065541852
rst_flag_cnt_std,0.6011138102146426,0.28017460548436407
rst_flag_cnt_sum,48.35149185300604,366.1553284641199
rst_flag_cnt_min,0.0,0.0
rst_flag_cnt_max,1.6916868796992905,0.41008932099615997
psh_flag_cnt_mean,0.2289781440771233,1.1899811403663156
psh_flag_cnt_std,3.5850601327903107,12.930280107764423
psh_flag_cnt_sum,3.9142849923631964,38.245435349488524
psh_flag_cnt_min,0.06709725132279237,2.2548999062485326
psh_flag_cnt_max,0.3766938808460805,1.59628238397912
ack_flag_cnt_mean,0.3729737447313712,0.5975102739850461
ack_flag_cnt_std,3.0497609868056235,1.6495991990965815
ack_flag_cnt_sum,9.485812361853105,80.59787024470776
ack_flag_cnt_min,0.011608996539792391,1.973529411764706
ack_flag_cnt_max,1.3782317988429307,0.735402592376473
urg_flag_cnt_mean,0.26750268788219156,0.8455275440990692
urg_flag_cnt_std,0.762152798855112,0.6611441747808754
urg_flag_cnt_sum,0.4295494926987232,1.2243177126977824
urg_flag_cnt_min,0.0,0.0
urg_flag_cnt_max,1.652075841507146,0.3568408490208321
cwe_flag_cnt_mean,0.07700385285443723,0.8684863101292196
cwe_flag_cnt_std,0.09273410376449624,0.8030981766525245
cwe_flag_cnt_sum,0.06851152378523004,0.6582563890623053
cwe_flag_cnt_min,0.0,0.0
cwe_flag_cnt_max,0.09907622867907012,0.7550438935690873
ece_flag_cnt_mean,0.2805762918755933,0.3329562532769786
ece_flag_cnt_std,0.6007293864349607,0.27999447951820894
ece_flag_cnt_sum,48.35152028694512,366.15532161378354
ece_flag_cnt_min,0.0,0.0
ece_flag_cnt_max,1.6916868796992905,0.41008932099615997
down_up_ratio_mean,0.6313228190895488,10.219401808430106
down_up_ratio_std,6.712156740077191,758.7890576866479
down_up_ratio_sum,0.1044702035982951,7.674513637262674
down_up_ratio_min,0.05613569035139715,2.465292580039177
down_up_ratio_max,0.3834860961720984,4.663219829113513
pkt_size_avg_mean,3.9473725373624213,7.135949752844533
pkt_size_avg_std,1.1414840530835184,3.6796344680673383
pkt_size_avg_sum,2.7311210229143112,28.69050858043352
pkt_size_avg_min,0.15309018678617048,1.8592725646731625
pkt_size_avg_max,0.20679869412358473,0.7806307293787903
fwd_seg_size_avg_mean,22.500729133529568,25.457462176451088
fwd_seg_size_avg_std,7.543870385056101,10.13055045242161
fwd_seg_size_avg_sum,10.975253172610852,101.15521981420899
fwd_seg_size_avg_min,0.1247806617786124,1.8864166411037242
fwd_seg_size_avg_max,0.5253773745284807,10.434815536738498
bwd_seg_size_avg_mean,0.7840696370867535,0.6111991043985144
bwd_seg_size_avg_std,0.7090574201611032,0.6585355094663844
bwd_seg_size_avg_sum,1.32253225293499,16.85016615518607
bwd_seg_size_avg_min,0.015206162461179961,2.724398638118396
bwd_seg_size_avg_max,1.3937362314544197,2.584855471106207
fwd_byts_b_avg_mean,0.0,0.0
fwd_byts_b_avg_std,0.0,0.0
fwd_byts_b_avg_sum,0.0,0.0
fwd_byts_b_avg_min,0.0,0.0
fwd_byts_b_avg_max,0.0,0.0
fwd_pkts_b_avg_mean,0.0,0.0
fwd_pkts_b_avg_std,0.0,0.0
fwd_pkts_b_avg_sum,0.0,0.0
fwd_pkts_b_avg_min,0.0,0.0
fwd_pkts_b_avg_max,0.0,0.0
fwd_blk_rate_avg_mean,0.0,0.0
fwd_blk_rate_avg_std,0.0,0.0
fwd_blk_rate_avg_sum,0.0,0.0
fwd_blk_rate_avg_min,0.0,0.0
fwd_blk_rate_avg_max,0.0,0.0
bwd_byts_b_avg_mean,0.0,0.0
bwd_byts_b_avg_std,0.0,0.0
bwd_byts_b_avg_sum,0.0,0.0
bwd_byts_b_avg_min,0.0,0.0
bwd_byts_b_avg_max,0.0,0.0
bwd_pkts_b_avg_mean,0.0,0.0
bwd_pkts_b_avg_std,0.0,0.0
bwd_pkts_b_avg_sum,0.0,0.0
bwd_pkts_b_avg_min,0.0,0.0
bwd_pkts_b_avg_max,0.0,0.0
bwd_blk_rate_avg_mean,0.0,0.0
bwd_blk_rate_avg_std,0.0,0.0
bwd_blk_rate_avg_sum,0.0,0.0
bwd_blk_rate_avg_min,0.0,0.0
bwd_blk_rate_avg_max,0.0,0.0
subflow_fwd_pkts_mean,9180154.587986425,40939359.68770243
subflow_fwd_pkts_std,81852.1605729907,327321.9517198905
subflow_fwd_pkts_sum,3823.972979665062,19448.03783017059
subflow_fwd_pkts_min,0.08097250506861679,0.7123631925701277
subflow_fwd_pkts_max,369.7900739140611,1572.7815823165404
subflow_fwd_byts_mean,1250731.6832288955,5558045.744232455
subflow_fwd_byts_std,64383.10613752137,285586.21690348996
subflow_fwd_byts_sum,1079.4059234869915,5123.582684164675
subflow_fwd_byts_min,0.116288746609537,1.9191939849969968
subflow_fwd_byts_max,599.9293924815312,26153.029433877575
subflow_bwd_pkts_mean,0.5392656665687154,9.957463458731793
subflow_bwd_pkts_std,0.4195523788301127,6.249751589583075
subflow_bwd_pkts_sum,0.24040906266685697,3.165016579279801
subflow_bwd_pkts_min,0.06333357956109317,4.15851788645485
subflow_bwd_pkts_max,0.9947526710859723,7.447005448903056
subflow_bwd_byts_mean,0.31189033630978713,8.588416860365243
subflow_bwd_byts_std,0.5534152565065406,6.828606335559029
subflow_bwd_byts_sum,0.42199997701078384,7.231491922367408
subflow_bwd_byts_min,0.03687687938530427,6.803632751512358
subflow_bwd_byts_max,1.1170201734665248,7.525901538390857
window_size_fwd_mean,0.1909130714748153,2.1703010238133005
window_size_fwd_std,0.18650119004293772,0.4327489890883047
window_size_fwd_sum,80.86219606385512,567.2337523676564
window_size_fwd_min,0.06518421654902447,1.9567458884020852
window_size_fwd_max,556.5165996177037,308.1174285139352
window_size_bwd_mean,0.34702826673850656,0.7023197461261761
window_size_bwd_std,1.0115097749853015,0.33406137740753244
window_size_bwd_sum,3.536912769936167,48.83498029410243
window_size_bwd_min,436.5662285857103,72681.4612997232
window_size_bwd_max,255.79806013624685,9.344280387686371
fwd_act_data_pkts_mean,76537148.26485364,341200902.8386235
fwd_act_data_pkts_std,16224711.496981177,64664482.40418757
fwd_act_data_pkts_sum,31877.024994582745,165901.26168266052
fwd_act_data_pkts_min,0.2217825509137478,1.8865055222432658
fwd_act_data_pkts_max,126529.83560924495,513554.804100083
fwd_seg_size_min_mean,0.3249311250617613,1.1783806015568408
fwd_seg_size_min_std,0.570088392853924,5.322396792949804
fwd_seg_size_min_sum,3.5269426624677145,34.57891297105082
fwd_seg_size_min_min,0.9934599639133188,1.0696724349954527
fwd_seg_size_min_max,0.2610682487474208,0.5801742306620161
active_mean_mean,5.710506242955341,10.113869304443678
active_mean_std,0.3585618673211225,0.43507291340093907
active_mean_sum,0.3962809422024772,0.4950238362274469
active_mean_min,0.011641531960556808,0.8142539454526806
active_mean_max,0.6696433330138059,0.38827042197746026
active_std_mean,0.8511375529723132,29.50368990764964
active_std_std,0.39098389005350453,0.42962046273203347
active_std_sum,0.29528878834808003,0.4702904867924225
active_std_min,0.0010326254232071413,0.5885964912280702
active_std_max,0.2710520502120671,0.11582362471805956
active_max_mean,3.15979763804022,10.011834519615965
active_max_std,0.3050945127925381,0.2716537843271322
active_max_sum,0.28241415973233314,0.4054042383987968
active_max_min,0.004842483036000762,0.6760680387292509
active_max_max,0.3005020346513912,0.08126412995749349
active_min_mean,14.181456235640448,14.688416835251067
active_min_std,0.4073065905230151,0.9958730528811678
active_min_sum,0.4122188528694177,0.741919221495286
active_min_min,0.030041652722530586,1.1784461519823415
active_min_max,3.2771689577910204,5.004426034848745
idle_mean_mean,0.4763038765289302,0.7714601769673562
idle_mean_std,0.31024233905060805,0.27115521290217703
idle_mean_sum,0.5682993249709336,0.21379997397969566
idle_mean_min,0.1588962058898962,1.8232977974921634
idle_mean_max,0.4917308037310539,0.3082523603627482
idle_std_mean,144.68009510834324,88.16549847689477
idle_std_std,2.192093586206672,2.107845698273145
idle_std_sum,0.11239569863315649,2.179290368485221
idle_std_min,0.08328011266673885,1.9063995688779807
idle_std_max,0.07804156001545681,0.29839647542148984
idle_max_mean,1.3993351105960263,1.3894408108156988
idle_max_std,0.22278032945075035,0.30503718633932714
idle_max_sum,0.5784517866504217,0.22516600144801902
idle_max_min,0.15673446083253248,1.8335077342163446
idle_max_max,0.3051778789784965,0.258091301924454
idle_min_mean,0.3080389049555897,0.6184282539382643
idle_min_std,0.3518337009236694,0.2924254814559161
idle_min_sum,0.58604952338587,0.2129538356265274
idle_min_min,0.15256090445611087,1.7592056117651198
idle_min_max,0.6121737500036647,0.3452033612588172
duration_sec_mean,0.6049308501743458,2.633973364810244
duration_sec_std,1.3910659300214987,6.653298114897468
duration_sec_sum,1.4530275388618654,0.7140685116219031
duration_sec_min,0.38573102583752844,1.5770407014693504
duration_sec_max,2136.0415748600844,14062.437914639484
flow_count,2.571015250727881,26.783731459642052
unique_dst_ports_count,1.0734528093606712,18.029998834212922
unique_protocols_count,1.2356154062779887,0.8071453148244317
pkt_ttl_min,0.19466936651417258,0.0020227105733086133
pkt_ttl_max,0.16666666666666669,0.0
pkt_ttl_std,0.3048183644369127,0.038518851191322034
pkt_ttl_mode,0.3037085649490643,0.037982009654350654
pkt_frag_mf_count,0.0,0.0
pkt_frag_df_count,0.47096976894836845,0.23209820576791815
pkt_payload_size_p25,0.21741780547345138,0.006268515265220002
pkt_payload_size_p50,0.19710103024485978,0.002373875603396915
pkt_payload_size_p75,0.2063437715450834,0.0011411483789484952
pkt_payload_size_p95,0.2831316318472118,0.008271637658058587
pkt_tcp_retrans_count,211.79962681462945,372.1782951531167
pkt_port_scan_seq_score,7.256759109465072,9.723394471513771
