window_start_utc,deviation_score,fold_count,folds
2018-02-21 10:41:00+00:00,9174.0068359375,1,[27]
2018-02-21 10:43:00+00:00,2957.35400390625,1,[28]
2018-03-02 03:31:00+00:00,68.31468200683594,1,[0]
2018-03-02 03:32:00+00:00,68.3948974609375,1,[0]
2018-03-02 03:33:00+00:00,68.23757934570312,1,[0]
2018-03-02 03:34:00+00:00,68.26250457763672,1,[0]
2018-03-02 03:35:00+00:00,67.99820709228516,1,[0]
2018-03-02 03:36:00+00:00,68.39273071289062,1,[0]
2018-03-02 03:37:00+00:00,68.02796936035156,1,[0]
2018-03-02 03:38:00+00:00,68.0368881225586,1,[0]
2018-03-02 03:39:00+00:00,68.21344757080078,1,[0]
2018-03-02 03:40:00+00:00,67.27824401855469,1,[0]
2018-03-02 03:42:00+00:00,67.25379180908203,1,[1]
2018-03-02 03:43:00+00:00,67.1312026977539,1,[1]
2018-03-02 03:44:00+00:00,67.31258392333984,1,[1]
2018-03-02 03:45:00+00:00,67.26010131835938,1,[1]
2018-03-02 03:46:00+00:00,67.23953247070312,1,[1]
2018-03-02 03:47:00+00:00,67.23944091796875,1,[1]
2018-03-02 03:48:00+00:00,67.27014923095703,1,[1]
2018-03-02 03:49:00+00:00,67.29438018798828,1,[1]
2018-03-02 03:50:00+00:00,67.25939178466797,1,[1]
2018-03-02 03:51:00+00:00,67.31919860839844,1,[1]
2018-03-02 03:52:00+00:00,67.21895599365234,1,[1]
2018-03-02 03:53:00+00:00,66.95964813232422,1,[1]
2018-03-02 03:55:00+00:00,66.17793655395508,2,"[0, 1]"
2018-03-02 03:56:00+00:00,67.33128356933594,2,"[0, 1]"
2018-03-02 03:57:00+00:00,66.83373260498047,2,"[0, 1]"
2018-03-02 03:58:00+00:00,67.29378509521484,2,"[0, 1]"
2018-03-02 03:59:00+00:00,67.42706298828125,2,"[0, 1]"
2018-03-02 04:00:00+00:00,66.81463241577148,2,"[0, 1]"
2018-03-02 04:01:00+00:00,67.27708435058594,2,"[0, 1]"
2018-03-02 04:02:00+00:00,66.78477478027344,2,"[0, 1]"
2018-03-02 04:03:00+00:00,66.93524169921875,2,"[0, 1]"
2018-03-02 04:04:00+00:00,66.89946365356445,2,"[0, 1]"
2018-03-02 04:05:00+00:00,66.77127075195312,1,[1]
2018-03-02 04:06:00+00:00,67.07757568359375,1,[1]
2018-03-02 10:01:00+00:00,68.00289916992188,1,[8]
2018-03-02 10:02:00+00:00,67.24170684814453,2,"[2, 8]"
2018-03-02 10:03:00+00:00,67.88454151153564,8,"[2, 3, 4, 5, 6, 7, 8, 9]"
2018-03-02 10:04:00+00:00,67.67297077178955,8,"[2, 3, 4, 5, 6, 7, 8, 9]"
2018-03-02 10:05:00+00:00,68.07322788238525,8,"[2, 3, 4, 5, 6, 7, 8, 9]"
2018-03-02 10:06:00+00:00,67.83585929870605,8,"[2, 3, 4, 5, 6, 7, 8, 9]"
2018-03-02 10:07:00+00:00,68.16808032989502,8,"[2, 3, 4, 5, 6, 7, 8, 9]"
2018-03-02 10:08:00+00:00,68.55126953125,1,[2]
2018-03-02 10:09:00+00:00,67.17747497558594,1,[2]
2018-03-02 10:10:00+00:00,67.36425018310547,1,[2]
2018-03-02 10:11:00+00:00,67.19141387939453,1,[2]
2018-03-02 10:12:00+00:00,67.41726684570312,1,[2]
2018-03-02 10:45:00+00:00,74.91608428955078,1,[2]
2018-03-02 10:47:00+00:00,69.1363525390625,1,[3]
2018-03-02 10:51:00+00:00,67.73401641845703,1,[4]
2018-03-02 11:06:00+00:00,68.08103942871094,1,[5]
2018-03-02 11:07:00+00:00,67.84425354003906,1,[5]
2018-03-02 11:08:00+00:00,68.02376556396484,1,[5]
2018-03-02 11:09:00+00:00,68.46928405761719,1,[5]
2018-03-02 11:11:00+00:00,68.37254333496094,1,[6]
2018-03-02 11:12:00+00:00,68.35980987548828,1,[6]
2018-03-02 11:13:00+00:00,68.75228881835938,1,[6]
2018-03-02 11:14:00+00:00,68.63658905029297,1,[6]
2018-03-02 11:16:00+00:00,68.52926635742188,1,[7]
2018-03-02 11:17:00+00:00,68.76829528808594,1,[7]
2018-03-02 11:18:00+00:00,68.48506927490234,1,[7]
2018-03-02 11:21:00+00:00,68.81886291503906,1,[8]
2018-03-02 11:22:00+00:00,68.79126739501953,1,[8]
2018-03-02 11:23:00+00:00,68.95523071289062,1,[8]
2018-03-02 11:24:00+00:00,68.45635986328125,1,[8]
2018-03-02 11:25:00+00:00,68.4705810546875,1,[8]
2018-03-02 11:26:00+00:00,68.5146713256836,1,[8]
2018-03-02 11:27:00+00:00,68.60295867919922,1,[8]
2018-03-02 11:30:00+00:00,68.64386749267578,1,[9]
2018-03-02 11:31:00+00:00,68.73809814453125,1,[9]
2018-03-02 11:32:00+00:00,68.32833862304688,1,[9]
2018-03-02 11:33:00+00:00,68.46892547607422,1,[9]
2018-03-02 11:34:00+00:00,68.5779037475586,1,[9]
